N,P,K,temperature,humidity,ph,rainfall,soil_type,label
72.641937174694,74.97658611813041,249.26224913709942,25.602711608253838,83.18278808647463,5.856029277697512,161.657177778666,sandy,banana
68.00975455490729,15.698064341683983,39.35384979979811,23.097408658133244,56.67618757257926,7.0171965749308605,173.86467774613607,loamy,coffee
70.81357667084345,52.20147651215971,45.91530137840758,24.521055077733948,78.08250313201172,6.41937116833192,227.5189434994442,loamy,rice
22.376861506044683,16.313165998642933,27.459800049067567,29.325273204454174,59.7893185628158,5.797508268837229,101.62148772640306,red,mango
66.61955219353027,39.09340025630715,34.06024351661137,18.29666470642409,47.43693856512148,6.594619205180356,50.49338636834802,loamy,wheat
9.407512169539814,13.52636572185936,6.174130668784912,21.05041664457812,93.67805715378682,7.7395691348965725,74.22135512703784,red,orange
72.68281622668735,84.45080852617977,159.9172758283955,27.573661740293353,72.93783991332187,5.571988966500157,167.15065279835716,loamy,banana
15.277988099164748,39.51410091473103,17.769371958235585,19.674655726642612,21.757584858739893,5.882641783290335,121.41820005339744,loamy,kidneybeans
13.542922662126113,154.36041147021038,192.62872899347536,21.025528291356185,78.49755718707559,5.6243135283309575,63.02469863243537,loamy,grapes
112.7617563796291,14.081536612554,50.405332321436624,26.206596747989597,82.2496544534308,6.471340367298908,37.996675921401,loamy,watermelon
83.44048715058055,15.334968046541215,47.50522922532561,30.790283600480258,86.10059173088683,6.81081357539438,43.58621634611222,loamy,watermelon
15.454338302670305,18.727147603318635,30.824768260078432,25.78293789054626,46.289739001425644,5.636526623555859,121.85308775585264,loamy,mango
7.4005880856492645,53.71458377385998,26.02253775803078,18.23764514341242,13.91495543448507,6.5067463544794455,94.42116535370471,red,kidneybeans
28.681798666980292,25.723702429892658,41.89085534461843,30.499097657568043,98.137181029706,6.339865272206651,168.77395582106683,sandy,coconut
30.75674476810551,69.01732449028026,16.700761411768216,23.303516295973377,53.247760342095845,7.479585314465783,48.75459729115933,clay,lentil
136.60365927809852,45.62991571404244,57.22596415243837,20.320250301092507,67.10397754089531,7.085570561805733,204.91193247322627,clay,sugarcane
15.929900726953136,64.10075994744983,21.28847860638278,16.450125714075785,24.790821086140866,5.916791617331323,99.31397427771904,loamy,kidneybeans
19.218263625070815,117.57609406608763,232.488773665828,29.203287519541718,81.98894178423585,6.777205750818448,59.79726442696987,loamy,grapes
82.82538041971917,57.888929187996965,30.221005499680775,25.747108366920827,92.92779310487865,5.539296340728293,168.7572317261667,loamy,rice
17.22889171439773,28.07070795153711,10.068320000812715,20.14844764974456,89.25839096657081,6.470911069997683,131.86440074200976,red,orange
15.256128547202312,135.23464835003588,237.7559648991084,21.88788619133773,84.20265764315104,6.007332192500255,70.3608655459477,sandy,grapes
70.79042251465275,39.1249788023855,33.507199590463145,11.542074983638443,49.12681802708265,5.994114207626634,54.640225524646375,clay,wheat
15.543926871793083,50.52252285070141,25.169047206994883,12.887701123057782,25.634279567882707,5.724183306228082,90.76906793838943,loamy,kidneybeans
110.68988687642197,62.46100334544903,55.066622854000286,25.20909957208205,79.3012890711311,6.877980610067685,207.45805159939636,loamy,sugarcane
17.731991460697696,113.16603869178952,204.6924033017931,22.941797642900525,85.46100961457743,6.320046879056256,76.88484848911044,sandy,grapes
17.301231429656365,18.027948949576142,21.788231587442766,30.693138512602822,89.05783956075706,5.467867491121353,150.9586067881639,sandy,coconut
98.02384711432042,19.24403381767691,25.974263485771804,25.554093192973763,58.63041792377953,7.024924954108852,139.28417765757843,loamy,coffee
111.9548254188029,26.4026486303387,48.68611374090498,23.16525980833546,75.22515727871098,6.759069129221949,38.397713097666276,loamy,watermelon
126.88587817605838,18.788495989174287,25.48282827030483,20.483858679992775,69.04244582184644,6.571966479588937,97.29798439911512,loamy,coffee
108.0445214831241,46.141612253883785,34.653839957557615,19.027135126055427,41.63152732129236,7.079869310141145,55.92858370611947,loamy,wheat
100.6492379739918,33.94254787698368,43.142619746079355,21.878368182527396,84.84818253077921,6.14756533972491,146.76376696609879,loamy,rice
18.642330978953872,120.85269342642067,197.5370718981275,16.848101688930385,80.16358350276681,5.879893689272858,55.99809462990232,loamy,grapes
17.71313307763295,26.380478217234486,31.124205174828592,36.654424184136374,50.07099817133569,6.437578141433405,80.04549569872009,loamy,mango
99.51059466236637,24.639235911554678,32.49299804539679,21.88533231304667,70.98011310469134,6.482873800405474,136.33439628370056,loamy,coffee
64.55092902471162,36.225715372362885,54.69530822657051,33.71520150772122,74.97060022704795,6.052700417284788,233.66222203762038,sandy,rice
99.46998171559078,15.91020528510866,36.65246417987055,26.32467313562231,66.67350677612878,6.125811346540926,189.14733053532987,red,coffee
19.404729588643693,63.192825642386026,17.291998492830395,19.716287170795447,22.878651488061784,6.059745100953946,109.26920924888975,loamy,kidneybeans
13.060887197002506,15.799222393426398,24.63525878470131,28.930792979246423,38.470133333087844,6.070791105634192,124.0714075829085,loamy,mango
83.79954413748112,64.41802897657931,206.41896700094796,25.079192536006296,76.14410638767293,6.541040798386741,145.99934356820543,sandy,banana
88.22953944912268,37.754710870869935,25.448377061107912,19.18921365639588,59.7090709130786,6.065579344009777,94.1080164845479,sandy,maize
94.37884170540484,16.431496206118393,36.647573434932916,26.794020770089197,62.27590363862066,7.371229132087125,165.08067402171832,loamy,coffee
89.10763597462685,44.99235415153265,8.88702886759279,22.697207559705085,59.38155655795981,6.240771038180898,75.91321436437326,loamy,maize
42.29512894634084,45.86220265171074,90.38289928983819,17.36865158694183,23.05658492938356,7.26486572855852,68.07060029030795,clay,chickpea
89.0920657931353,55.29673807957529,49.86694048689587,24.595683660734412,63.74019822871127,6.818256225385487,120.26984621119485,black,cotton
22.25973790807696,24.081021704413402,30.8735018104429,31.14020668523762,45.51886683849699,6.533246515570086,109.50210418921357,red,mango
